流水號,文章來源或個人分類,加入日期,急迫程度,挑選文章的老師,NOTE,Citation,Citation Update,Author(s)-Last Name,Author(s) -Full Name,Year,Paper Name,Journal name,Journal Abbreviations,Vol.(No.),Page,Symposium,JEL code,keyword,PDF檔名,初稿完成日期,最近更新日期,全文,文章進度,資料夾link,原文link,中文link,check log,check,Unnamed: 29,已列印
000046,FC before,20190701,B,賴孚權,,278.0,,"Hamilton, Thisse and Weskamp","Jonathan H. Hamilton, Jacques-Fran?ois Thisse and Anita Weskamp",1989.0,Spatial discrimination: Bertrand vs. Cournot in a model of location choice,Regional Science and Urban Economics,RSUE,19(1),87-102,,,,"Hamilton, Thisse and Weskamp (1989)_Spatial Discrimination：Bertrand vs. Cournot in a Model of Location Choice_RSUE 19(1), 87-102",2019-02-22 00:00:00,2019-02-22 00:00:00,0,1.0,/volume1/web/DB/000046,/volume1/web/DB/000046/000046_en.pdf,/volume1/web/DB/Hamilton_Thisse_Weskamp1989_RSUE_inChinese_20190222_pcn.pdf,2020-10-03 00:00:04.480743,1,,
000047,FC before,20190701,B,賴孚權,,350.0,,Hoover,"Edgar M. Hoover, Jr",1937.0,Spatial Price Discrimination,Review of Economic Studies,REStud,4(3),182-191,,,,"Hoover (1937)_Spatial Price Discrimination_Review of Economic Studies 4(3), 182-191",2019-02-21 00:00:00,2019-02-21 00:00:00,1,3.0,/volume1/web/DB/000047,/volume1/web/DB/000047/000047_en.pdf,/volume1/web/DB/Hoover1937_RES_inChinese_20190221_fcnfin.pdf,2020-10-03 00:00:04.480541,1,,
000048,FC before,20190701,B,賴孚權,,11830.0,,Hotelling,Harold Hotelling,1929.0,Stability in Competition,Economic Journal,EJ,39(153),41-57,,,,Hotelling (1929)_Stability in Competition,,,1,3.0,/volume1/web/DB/000048,/volume1/web/DB/000048/000048_en.pdf,/volume1/web/DB/Hotelling1929_EJ_inChinese_2020-0807_fcnfin.pdf,2020-10-03 00:00:04.480314,1,,
000049,FC before,20190701,B,賴孚權,,247.0,,Houde,Jean-Fran?ois Houde,2012.0,Spatial Differentiation and Vertical Mergers in Retail Markets for Gasoline,American Economic Review,AER,102(5),2147–2182,,"G34, L13, L42, L81, Q41, R41",,"Houde (2012)_Spatial Differentiation and Vertical Mergers in Retail Markets for Gasoline_American Economic Review 102(5), 2147-2182",2016-08-03 00:00:00,2016-08-03 00:00:00,1,3.0,/volume1/web/DB/000049,/volume1/web/DB/000049/000049_en.pdf,/volume1/web/DB/Houde2012_AER_inChinese_20160803_fcnfin.pdf,2020-10-03 00:00:04.480029,1,,
000050,FC before,20190701,B,賴孚權,,9362.0,,Katz and Shapiro,Michael L. Katz and Carl Shapiro,1985.0,"Network Externalities, Competition, and Compatibility",American Economic Review,AER,75(3),424-440,,,,"Katz and Shapiro (1985)_Network Externalities, Competition, and Compatibility_American Economic Review 75(3), 424-440",2010-02-25 00:00:00,2010-02-25 00:00:00,1,3.0,/volume1/web/DB/000050,/volume1/web/DB/000050/000050_en.pdf,/volume1/web/DB/Katz_Shapiro1985_AER_inChinese_20100225_fcnfin.pdf,2020-10-03 00:00:04.479674,1,,
000051,FC before,20190701,B,賴孚權,,19.0,,Kitahara and Matsumura,Minoru Kitahara and Toshihiro Matsumura,2013.0,"Mixed Duopoly, Product Differentiation and Competition",The Manchester School,ManchesterSchool,81(5),730–744,,,,"Kitahara and Matsumura (2013)_Mixed Duopoly, Product Differentiation and Competition_The Manchester School 81(5), 730-744",2019-08-27 00:00:00,2019-08-27 00:00:00,0,1.0,/volume1/web/DB/000051,/volume1/web/DB/000051/000051_en.pdf,/volume1/web/DB/Kitahara_Matsumura2013_ManchesterSchool_inChinese_20190827_pcn.pdf,2020-10-03 00:00:04.479463,1,,
000052,FC before,20190701,B,賴孚權,,96.0,,Lambertini,Luca Lambertini,1997.0,Unicity of the equilibrium in the unconstrained Hotelling model,Regional Science and Urban Economics,RSUE,27(6),785-798,,L13,"Endogenous differentiation, Sequential moves, Extended game","Lambertini (1997)_Unicity of the Equilibrium in the Unconstrained Hotelling Model_RSUE 27(6), 785-798",2019-06-26 00:00:00,2019-06-26 00:00:00,0,1.0,/volume1/web/DB/000052,/volume1/web/DB/000052/000052_en.pdf,/volume1/web/DB/Lambertini1997_RSUE_inChinese_20190626_pcn.pdf,2020-10-03 00:00:04.479257,1,,
000053,FC before,20190701,B,賴孚權,,64.0,,"Lendle, Olarreaga, Schropp and V?zina","Andreas Lendle, Marcelo Olarreaga, Simon Schropp and Pierre-Louis V?zina",2016.0,There Goes Gravity: eBay and the Death of Distance,Economic Journal,EJ,126(591),406–441,,,,"Lendle, Olarreaga, Schropp and Vezina (2016)_There Goes Gravity_The Economic Journal 126(591), 406-441",2018-03-26 00:00:00,2018-03-26 00:00:00,0,1.0,/volume1/web/DB/000053,/volume1/web/DB/000053/000053_en.pdf,/volume1/web/DB/Lendle_Olarreaga_Schropp_Vezina2016_EJ_inChinese_20180326_pcn.pdf,2020-10-03 00:00:04.479051,1,,
000054,FC before,20190701,B,賴孚權,,31.0,,Loertscher and Muehlheusser,Simon Loertscher and Gerd Muehlheusser,2011.0,Sequential location games,RAND Journal of Economics,RAND,42(4),639–663,,,,"Loertscher and Muehlheusser (2011)_Sequential location games_RAND Journal of Economics 42(4), 639-663",2015-06-22 00:00:00,2015-06-22 00:00:00,1,3.0,/volume1/web/DB/000054,/volume1/web/DB/000054/000054_en.pdf,/volume1/web/DB/Loertscher_Muehlheusser_RAND2011_inChinese_20150622_fcnfin.pdf,2020-10-03 00:00:04.478854,1,,
000055,FC before,20190701,B,賴孚權,,85.0,,Lu,Yuanzhu Lu,2006.0,Endogenous Timing in a Mixed Oligopoly with Foreign Competitors: the Linear Demand Case,Journal of Economics,JE,88(1),49–68,,"L13, D43, H42","mixed oligopoly, endogenous timing, foreign competitors","Lu (2006)_Endogenous Timing in a Mixed Oligopoly with Foreign Competitors：the Linear Demand Case_Journal of Economics 88(1), 49-68",2019-06-27 00:00:00,2019-06-27 00:00:00,0,1.0,/volume1/web/DB/000055,/volume1/web/DB/000055/000055_en.pdf,/volume1/web/DB/Lu2006_JE_inChinese_20190627_pcn.pdf,2020-10-03 00:00:04.478639,1,,
000056,FC before,20190701,B,賴孚權,,23.0,,Manduchi and Picard,Agostino Manduchi and Robert Picard,2009.0,"Circulations, Revenues, and Profits in a Newspaper Market with Fixed Advertising Costs",Journal of Media Economics,JMediaE,22(4),211–238,,,,"Mabduchi and Picard (2009)_Circulations, Revenues, and Profits in a Newspaper Market with Fixed Advertising Costs_Journal of Media Economics 22(4), 211-238",2014-03-07 00:00:00,2014-03-07 00:00:00,0,1.0,/volume1/web/DB/000056,/volume1/web/DB/000056/000056_en.pdf,/volume1/web/DB/Manduchi_Picard2009_JournalofMediaEconomics_inChinese_20140307_pcn.pdf,2020-10-03 00:00:04.478442,1,,
000057,FC before,20190701,B,賴孚權,,46.0,,Marshall,John M. Marshall,1984.0,Gambles and the Shadow Price of Death,American Economic Review,AER,74(1),73-86,,,,"Marshall (1984)_Gambles and the Shadow Price of Death_American Economic Review 74(1), 73-86",2019-06-24 00:00:00,2019-06-24 00:00:00,1,3.0,/volume1/web/DB/000057,/volume1/web/DB/000057/000057_en.pdf,/volume1/web/DB/Marshall1984_AER_inChinese_20190624_fcnfin.pdf,2020-10-03 00:00:04.478237,1,,
000058,FC before,20190701,B,賴孚權,,757.0,,Matsumura,Toshihiro Matsumura,1998.0,Partial privatization in mixed duopoly,Journal of Public Economics,JPubE,70(3),473–483,,"C72, H42, L13","Quantity-setting duopoly, Partial privatization, Mixed oligopoly","Matsumura (1998)_Partial Privatization in Mixed Duopoly_Journal of Public Economics 70(3), 473-483",2019-06-27 00:00:00,2019-06-27 00:00:00,0,1.0,/volume1/web/DB/000058,/volume1/web/DB/000058/000058_en.pdf,/volume1/web/DB/Matsumura1998_JPublicE_inChinese_20190627_pcn.pdf,2020-10-03 00:00:04.477987,1,,
000059,FC before,20190701,B,賴孚權,,196.0,,Matsumura and Matsushima,Toshihiro Matsumura and Noriaki Matsushima,2004.0,Endogenous Cost Differentials between Public and Private Enterprises: A Mixed Duopoly Approach,Economica,Economica,71(284),671–688,,,,"Matsumura and Matsushima (2004)_Endogenous Cost Differentials_Economica 71(284), 671-688",2019-08-28 00:00:00,2019-08-28 00:00:00,0,1.0,/volume1/web/DB/000059,/volume1/web/DB/000059/000059_en.pdf,/volume1/web/DB/Matsumura_Matsushima2004_Economica_inChinese_20190828_pcn.pdf,2020-10-03 00:00:04.477791,1,,
000060,FC before,20190701,B,賴孚權,,84.0,,Matsushima,Noriaki Matsushima,2001.0,Cournot competition and spatial agglomeration revisited,Economics Letters,EL,73(2),175–177,,"D43, L13","Cournot, Spatial Competition, Agglomeration","Matsushima (2001)_Cournot Competition and Spatial Agglomeration Revisited_Economics Letters 73(2), 175-177",2019-02-22 00:00:00,2019-02-22 00:00:00,0,1.0,/volume1/web/DB/000060,/volume1/web/DB/000060/000060_en.pdf,/volume1/web/DB/Matsushima2001_EL_inChinese_20190222_pcn.pdf,2020-10-03 00:00:04.477588,1,,
000061,FC before,20190701,B,賴孚權,,14135.0,,Melitz,Marc J. Melitz,2003.0,The Impact of Trade on Intra-Industry Reallocations and Aggregate Industry Productivity,Econometrica,Econometrica,71(6),1695–1725,,,"Intra-industry trade, firm heterogeneity, firm dynamics, selection","Melitz (2003)_The Impact of Trade on Intra-Industry Reallocations_Econometrica, 71(6), 1695–1725",2018-04-02 00:00:00,2018-04-02 00:00:00,0,1.0,/volume1/web/DB/000061,/volume1/web/DB/000061/000061_en.pdf,/volume1/web/DB/Melitz2003_Econometrica_inChinese_20180402_pcn.pdf,2020-10-03 00:00:04.477388,1,,
000062,FC before,20190701,B,賴孚權,,23.0,,Milliou and Pavlou,Chrysovalantou Milliou and Apostolis Pavlou,2013.0,"Upstream Mergers, Downstream Competition, and R&D Investments",Journal of Economics & Management Strategy,JEManageStrat,22(4),787–809,,,,"Milliou and Pavlou (2013)_Upstream Mergers, Downstream Competition, and R and D Investments_J of Econ & Manag Strategy 22(4), 787-809",2017-09-01 00:00:00,2017-09-01 00:00:00,0,1.0,/volume1/web/DB/000062,/volume1/web/DB/000062/000062_en.pdf,/volume1/web/DB/Milliou_Pavlou2013_inChinese_20170901_pcn.pdf,2020-10-03 00:00:04.477161,1,,
000063,FC before,20190701,B,賴孚權,,67.0,,Nishida,Mitsukuni Nishida,2015.0,Estimating a Model of Strategic Network Choice: The Convenience-Store Industry in Okinawa,Marketing Science,MarketingSci,34(1),20-38,,,"entry, chain, supermodular games, convenience store, merger, retail competition","Nishida (2015)_Estimating a Model of Strategic Network Choice：The Convenience-Store Industry in Okinawa_Marketing Science 34(1),20-38",2018-11-01 00:00:00,2018-11-01 00:00:00,1,3.0,/volume1/web/DB/000063,/volume1/web/DB/000063/000063_en.pdf,/volume1/web/DB/Nishida2015_MarketingScience_inChinese_20181101_fcnfin.pdf,2020-10-03 00:00:04.476662,1,,
000064,FC before,20190701,B,賴孚權,,146.0,,Noriaki Matsushima and Toshihiro Matsumura,Noriaki Matsushima and Toshihiro Matsumura,2003.0,Mixed oligopoly and spatial agglomeration,Canadian Journal of Economics / Revue canadienne d'Economique,CanadianJE,36(1),62-87,,"H42, L13",,"Matsushima and Matsumura (2003)_Mixed Oligopoly and Spatial Agglomeration_Canadian Journal of EconomicsRevue canadienne d'economique, 36(1), 62-87",2019-02-23 00:00:00,2019-02-23 00:00:00,0,1.0,/volume1/web/DB/000064,/volume1/web/DB/000064/000064_en.pdf,/volume1/web/DB/Matsushima_Matsumura2003_CanadianJE_inChinese_20190223_pcn.pdf,2020-10-03 00:00:04.476430,1,,
000065,FC before,20190701,B,賴孚權,,35.0,,Oliveros and V?rdy,Santiago Oliveros and Felix V?rdy,2015.0,Demand for Slant: How Abstention Shapes Voters' Choice of News Media,Economic Journal,EJ,125(587),1327–1368,,,,"Oliveros and Vardy (2015)_Demand for Slant - How Abstention Shapes Voters' Choice of News Media_Economic Journal 125(587), 1327-1368",2018-03-14 00:00:00,2018-03-14 00:00:00,0,1.0,/volume1/web/DB/000065,/volume1/web/DB/000065/000065_en.pdf,/volume1/web/DB/Oliveros_Vardy2015_EJ_inChinese_20180314_pcn.pdf,2020-10-03 00:00:04.476232,1,,
000066,FC before,20190701,B,賴孚權,,276.0,,Osborne and Pitchik,Martin J. Osborne and Carolyn Pitchik,1987.0,Equilibrium in Hotelling's Model of Spatial Competition,Econometrica,Econometrica,55(4),911-922,,,"Spatial competition, product differentiation, Hotelling's location model","Osborne and Pitchik (1987)_Equilibrium in Hotelling's Model of Spatial Competition_Econometrica 55(4), 911-922",2019-01-07 00:00:00,2019-01-07 00:00:00,1,3.0,/volume1/web/DB/000066,/volume1/web/DB/000066/000066_en.pdf,/volume1/web/DB/Osborne_Pitchik_1987_Econometrica_inChinese_20190107_fcnfin.pdf,2020-10-03 00:00:04.476014,1,,
000067,FC before,20190701,B,賴孚權,,298.0,,Pal,Debashis Pal,1998.0,Endogenous timing in a mixed oligopoly,Economics Letters,EL,61(2),181–185,,"D00, L00","Mixed Oligopoly, Endogenous Timing, Stackelberg","Pal (1998)_Endogenous Timing in a Mixed Oligopoly_Economics Letters 61(2), 181-185",2019-02-26 00:00:00,2019-02-26 00:00:00,0,1.0,/volume1/web/DB/000067,/volume1/web/DB/000067/000067_en.pdf,/volume1/web/DB/Pal1998_EL_inChinese_20190226_pcn.pdf,2020-10-03 00:00:04.475760,1,,
000068,FC before,20190701,B,賴孚權,,10.0,,Perego and Yuksel,Jacopo Perego and Sevgi Yuksel,2018.0,Media Competition and Social Disagreement,Working Paper,WorkingPaper,,,,"D72, L15, L82","Information, Media, Competition, Disagreement, Spatial models",Perego and  Yuksel (2018)_Media Competition and Social Disagreement,2019-08-27 00:00:00,2019-08-27 00:00:00,1,3.0,/volume1/web/DB/000068,/volume1/web/DB/000068/000068_en.pdf,/volume1/web/DB/Perego_Yuksel2018_Media-Competition-Social-Disagreement_inChinese_20190827_fcnfin.pdf,2020-10-03 00:00:04.475560,1,,
000069,FC before,20190701,B,賴孚權,,315.0,,Qiu,Larry D. Qiu,1997.0,On the Dynamic Efficiency of Bertrand and Cournot Equilibria,Journal of Economic Theory,JET,75(1),213-229,,L13,,"Qiu (1997)_On the Dynamic Efficiency of Bertrand and Cournot Equilibria_Journal of Economic Theory 75(1), 213-229",2019-03-28 00:00:00,2019-03-28 00:00:00,0,1.0,/volume1/web/DB/000069,/volume1/web/DB/000069/000069_en.pdf,/volume1/web/DB/Qiu1997_JET_inChinese_20190328_pcn.pdf,2020-10-03 00:00:04.475336,1,,
000070,FC before,20190701,B,賴孚權,,4514.0,,Rochet and Tirole,Jean-Charles Rochet and Jean Tirole,2003.0,Platform Competition in Two-Sided Markets,Journal of the European Economic Association,JEurEAssoc,1(4),990–1029,,"L5, L82, L86, L96",,"Rochet and Tirole (2003)_Platform Competition in Two-Sided Markets_European Economic Association 1(4), 990-1029",2010-05-31 00:00:00,2010-05-31 00:00:00,1,3.0,/volume1/web/DB/000070,/volume1/web/DB/000070/000070_en.pdf,/volume1/web/DB/Rochet_Tirole2003_EuropeanEA_inChinese_20100531_fcnfin.pdf,2020-10-03 00:00:04.475124,1,,
000071,FC before,20190701,B,賴孚權,,118.0,,Rochet and Tirole,Jean Charles Rochet and Jean Tirole,2008.0,Tying in two-sided markets and the honor all cards rule,International Journal of Industrial Organization,IJIO,26(6),1333-1347,,"L5, L82, L86, L96","Tie-ins, Two-sided markets, Payment cards, Price rebalancing","Rochet and Tirole (2008)_Tying in Two-Sided Markets and the Honor all Cards Rule_IJIO 26(6), 1333-1347",2010-11-26 00:00:00,2010-11-26 00:00:00,1,3.0,/volume1/web/DB/000071,/volume1/web/DB/000071/000071_en.pdf,/volume1/web/DB/Rochet_Tirole2008_IJIO_inChinese_20101126_fcnfin.pdf,2020-10-03 00:00:04.474926,1,,
000072,FC before,20190701,B,賴孚權,,1199.0,,Roth and Ockenfels,Alvin E. Roth and Axel Ockenfels,2002.0,Last-Minute Bidding and the Rules for Ending Second-Price Auctions: Evidence from eBayand Amazon Auctions on the Internet,American Economic Review,AER,92(4),1093-1103,,,,"Roth and Ockenfels (2002)_Last-Minute Bidding and the Rules for Ending Second-Price Auctions_AER 92(4), 1093-1103",2010-09-13 00:00:00,2010-09-13 00:00:00,1,3.0,/volume1/web/DB/000072,/volume1/web/DB/000072/000072_en.pdf,/volume1/web/DB/Roth_Ockenfels2002_AER_inChinese_20100913_fcnfin.pdf,2020-10-03 00:00:04.474702,1,,
000073,FC before,20190701,B,賴孚權,,1103.0,,Rysman,Marc Rysman,2009.0,The Economics of Two-Sided Markets,Journal of Economic Perspectives,JEPerspectives,23(3),125–143,,,,"Rysman (2009)_The Economics of Two-Sided Markets_Journal of Economic Perspectives 23(3), 125-143",2018-06-25 00:00:00,2018-06-25 00:00:00,1,3.0,/volume1/web/DB/000073,/volume1/web/DB/000073/000073_en.pdf,/volume1/web/DB/Rysman2009_JEPerspectives_inChinese_20180625_fcnfin.pdf,2020-10-03 00:00:04.474501,1,,
000074,FC before,20190701,B,賴孚權,,3813.0,,Salop,Steven C. Salop,1979.0,Monopolistic Competition with Outside Goods,Bell Journal of Economics,BellJE,10(1),141-156,,,,"Salop (1979)_Monopolistic Competition with Outside Goods_Bell Journal of Economics 10(1), 141-156",2019-10-15 00:00:00,2019-10-15 00:00:00,0,1.0,/volume1/web/DB/000074,/volume1/web/DB/000074/000074_en.pdf,/volume1/web/DB/Salop1979_BellJE_inChinese_20191015_pcn.pdf,2020-10-03 00:00:04.474300,1,,
000075,FC before,20190701,B,賴孚權,,64.0,,Shimizu,Daisuke Shimizu,2002.0,Product differentiation in spatial Cournot markets,Economics Letters,EL,76(3),317–322,,"D43, L13","Spatial competition, Cournot competition, Product differentiation, Agglomeration","Shimizu (2002)_Product Differentiation in Spatial Cournot Markets_Economics Letters 76(3), 317-322",2019-02-26 00:00:00,2019-02-26 00:00:00,0,1.0,/volume1/web/DB/000075,/volume1/web/DB/000075/000075_en.pdf,/volume1/web/DB/Shimizu2002_EL_inChinese_20190226_pcn.pdf,2020-10-03 00:00:04.474055,1,,
000076,FC before,20190701,B,賴孚權,,6.0,,Shino and Kawasaki,Junnosuke Shino and Ryo Kawasaki,2012.0,Farsighted stable sets in Hotelling's location games,Mathematical Social Sciences,MathSocSci,63(1),23–30,,,,"Shino and Kawasaki (2012)_Farsighted Stable Sets in Hotelling's Location Games_Mathematical Social Sciences 63(1), 23-30",2014-02-17 00:00:00,2014-02-17 00:00:00,0,1.0,/volume1/web/DB/000076,/volume1/web/DB/000076/000076_en.pdf,/volume1/web/DB/Shino_and_Kawasaki2012_MathematicalSocialSciences_inChinese_20140217_pcn.pdf,2020-10-03 00:00:04.473846,1,,
000077,FC before,20190701,B,賴孚權,,129.0,,Vogel,Jonathan Vogel,2008.0,Spatial Competition with Heterogeneous Firms,Journal of Political Economy,JPE,116(3),423-466,,,,"Jonathan Vogel (2008)_Spatial Competition with Heterogeneous Firms_Journal of Political Economy 116(3), 423-466",2019-01-08 00:00:00,2019-01-08 00:00:00,1,3.0,/volume1/web/DB/000077,/volume1/web/DB/000077/000077_en.pdf,/volume1/web/DB/Vogel2008_JPE_inChinese_20190108_fcnfin.pdf,2020-10-03 00:00:04.473654,1,,
000078,FC before,20190701,B,賴孚權,,5.0,,Wang,Ruqu Wang,2011.0,Listing Prices as Signals of Quality in Markets with Negotiation,Journal of Industrial Economics,JIE,59(2),321-341,,,,Wang (2011)_Listing Prices as Signals of Quality in Markets with Negotiation_JIE 59(2),2018-01-25 00:00:00,2018-01-25 00:00:00,1,3.0,/volume1/web/DB/000078,/volume1/web/DB/000078/000078_en.pdf,/volume1/web/DB/Wang2011_JIE_inChinese_20180125_fcnfin.pdf,2020-10-03 00:00:04.473403,1,,
000079,FC before,20190701,B,賴孚權,,15.0,,Wiseman,Thomas Wiseman,2017.0,When Does Predation Dominate Collusion？,Econometrica,Econometrica,85(2),555-584,,,,"Wiseman (2017)_When Does Predation Dominate Collusion？_Econometrica 85(2), 555-584",2018-08-13 00:00:00,2018-08-13 00:00:00,1,3.0,/volume1/web/DB/000079,/volume1/web/DB/000079/000079_en.pdf,/volume1/web/DB/Wiseman2017_Econometrica_inChinese_20180813_fcnfin.pdf,2020-10-03 00:00:04.472886,1,,
000080,FC before,20190701,B,賴孚權,,1308.0,,Wu,Tim Wu,2003.0,"Network Neutrality, Broadband Discrimination",Journal on Telecommunications & High Technology Law,JTeleHighTechLaw,2,141-176,,,,"Wu (2003)_Network Neutrality, Boradband Discrimination_ J Tele & High Technology Law 2, 141-176",2018-11-09 00:00:00,2020-04-23 00:00:00,0,1.0,/volume1/web/DB/000080,/volume1/web/DB/000080/000080_en.pdf,/volume1/web/DB/Wu2003_JTelecom_HighTech_inChinese_20200423_pcn.pdf,2020-10-03 00:00:04.472626,1,,
000081,FC before,20190701,B,賴孚權,,197.0,,Zanchettin,Piercarlo Zanchettin,2006.0,Differentiated Duopoly with Asymmetric Costs,Journal of Economics & Management Strategy,JEManageStrat,15(4),999-1015,,,,"Zanchettin (2006)_Differentiated Duopoly with Asymmetric Costs_Journal of Economics & Management Strategy 15(4), 999-1015",2019-03-28 00:00:00,2019-03-28 00:00:00,0,1.0,/volume1/web/DB/000081,/volume1/web/DB/000081/000081_en.pdf,/volume1/web/DB/Zanchettin2006_JEMS_inChinese_20190328_pcn.pdf,2020-10-03 00:00:04.472360,1,,
