流水號,文章來源或個人分類,加入日期,急迫程度,挑選文章的老師,NOTE,Author(s)-Last Name,Author(s) -Full Name,Year,Paper Name,Journal name,Journal Abbreviations,Vol.(No.),Page,Symposium,JEL code,keyword,PDF檔名,初稿完成日期,最近更新日期,全文,文章進度,資料夾link,原文link,中文link,check log,check
000311,Spatial,20191202,,賴孚權,,"Acemoglu, Akcigit, Alp, Bloom and Kerr","Daron Acemoglu, Ufuk Akcigit, Harun Alp, Nicholas Bloom and William Kerr",2018,"Innovation, Reallocation, and Growth",American Economic Review,AER,108(11),3450-91,,,,,,,0,0.0,,,,,0
000312,Spatial,20191202,,賴孚權,,Bleakley and Lin,Hoyt Bleakley and Jeffrey Lin,2015,History and the Sizes of Cities,American Economic Review,AER,105(5),558-63,,,,,,,0,0.0,,,,,0
000313,Spatial,20191202,,賴孚權,,"Bloom, Liang, Roberts and Ying","Nicholas A. Bloom, James Liang, John Roberts, Zhichun Jenny Ying",2015,Does Working from Home Work? Evidence from a Chinese Experiment,Quarterly Journal of Economics,QJE,130(1),165-218,,,,,,,0,0.0,,,,,0
000314,Spatial,20191202,,賴孚權,,Helsley and Strange,Robert W. Helsley and William C. Strange,2014,"Coagglomeration, Clusters, and the Scale and Composition of Cities",Journal of Political Economy,JPE,122(5),1064-1093,,,,,,,0,0.0,,,,,0
000315,"AER2016,high citation",20191202,,賴孚權,,Pierce and Schott,Justin R. Pierce and Peter K. Schott,2016,The Surprisingly Swift Decline of US Manufacturing Employment,American Economic Review,AER,106(7),1632-62,,,,,,,0,0.0,,,,,0
000316,"AER2016,high citation",20191202,,賴孚權,,"Muehlenbachs, Spiller and Timmins","Lucija Muehlenbachs, Elisheba Spiller and Christopher Timmins",2016,The Housing Market Impacts of Shale Gas Development: Corrigendum,American Economic Review,AER,106(2),475-475,,,,,,,0,0.0,,,,,0
000317,QJE2016-2018,20191203,,賴孚權,,"Kleinberg, Lakkaraju, Leskovec, Ludwig, Mullainathan","Jon Kleinberg, Himabindu Lakkaraju, Jure Leskovec, Jens Ludwig, Sendhil Mullainathan",2018,Human Decisions and Machine Predictions,Quarterly Journal of Economics,QJE,133(1),237–293,,,,,,,0,0.0,,,,,0
000318,QJE2016-2018,20191203,,賴孚權,,"Hendricks, Schoellman","Lutz Hendricks, Todd Schoellman",2018,Human Capital and Development Accounting: New Evidence from Wage Gains at Migration,Quarterly Journal of Economics,QJE,133(2),665–700,,,,,,,0,0.0,,,,,0
000319,QJE2016-2018,20191203,,賴孚權,,"Hoffman, Kahn, Li","Mitchell Hoffman, Lisa B Kahn, Danielle Li",2018,Discretion in Hiring ,Quarterly Journal of Economics,QJE,133(2),765–800,,,,,,,0,0.0,,,,,0
000320,QJE2016-2018,20191203,,賴孚權,,"Chetty, Hendren","Raj Chetty, Nathaniel Hendren",2018,The Impacts of Neighborhoods on Intergenerational Mobility I: Childhood Exposure Effects,Quarterly Journal of Economics,QJE,133(3),1107–1162,,,,,,,0,0.0,,,,,0
000321,QJE2016-2018,20191203,,賴孚權,,"Chetty, Hendren","Raj Chetty, Nathaniel Hendren",2018,The Impacts of Neighborhoods on Intergenerational Mobility II: County-Level Estimates,Quarterly Journal of Economics,QJE,133(3),1163–1228,,,,,,,0,0.0,,,,,0
000322,QJE2016-2018,20191203,,賴孚權,,"Campante, Yanagizawa-Drott","Filipe Campante, David Yanagizawa-Drott",2018,Long-Range Growth: Economic Development in the Global Network of Air Links,Quarterly Journal of Economics,QJE,133(3),1395–1458,,,,,,,0,0.0,,,,,0
000323,QJE2016-2018,20191203,,賴孚權,,"Bursztyn, Ferman, Fiorin, Kanz, Rao","Leonardo Bursztyn, Bruno Ferman, Stefano Fiorin, Martin Kanz, Gautam Rao",2018,Status Goods: Experimental Evidence from Platinum Credit Cards ,Quarterly Journal of Economics,QJE,133(3),1561–1595,,,,,,,0,0.0,,,,,0
000324,QJE2016-2018,20191203,,賴孚權,,"Spenkuch, Toniatti","Jörg L Spenkuch, David Toniatti",2018,Political Advertising and Election Results,Quarterly Journal of Economics,QJE,133(4),1981–2036,,,,,,,0,0.0,,,,,0
000325,QJE2016-2018,20191203,,賴孚權,,"Kogan, Papanikolaou, Seru, Stoffman","Leonid Kogan, Dimitris Papanikolaou, Amit Seru, Noah Stoffman",2017,"Technological Innovation, Resource Allocation, and Growth",Quarterly Journal of Economics,QJE,132(2),665–712,,,,,,,0,0.0,,,,,0
000326,QJE2016-2018,20191203,,賴孚權,,"Polborn, Snyder, Jr.","Mattias K. Polborn, James M. Snyder, Jr.",2017,Party Polarization in Legislatures with Office-Motivated Candidates,Quarterly Journal of Economics,QJE,132(3),1509–1550,,,,,,,0,0.0,,,,,0
000327,QJE2016-2018,20191203,,賴孚權,,"Heathcote, Storesletten, Violante","Jonathan Heathcote, Kjetil Storesletten, Giovanni L. Violante",2017,Optimal Tax Progressivity: An Analytical Framework,Quarterly Journal of Economics,QJE,132(4),1693–1754,,,,,,,0,0.0,,,,,0
000328,QJE2016-2018,20191203,,賴孚權,,"Bó, Finan, Folke, Persson, Rickne","Ernesto Dal Bó, Frederico Finan, Olle Folke, Torsten Persson, Johanna Rickne",2017,Who Becomes A Politician? ,Quarterly Journal of Economics,QJE,132(4),1877–1914,,,,,,,0,0.0,,,,,0
000329,QJE2016-2018,20191203,,賴孚權,,"Jackson, Johnson, Persico","C. Kirabo Jackson, Rucker C. Johnson, Claudia Persico",2016,The Effects of School Spending on Educational and Economic Outcomes: Evidence from School Finance Reforms ,Quarterly Journal of Economics,QJE,131(1),157–218,,,,,,,0,0.0,,,,,0
000330,QJE2016-2018,20191203,,賴孚權,,"Boffa, Piolatto, Ponzetto","Federico Boffa, Amedeo Piolatto, Giacomo A. M. Ponzetto",2016,Political Centralization and Government Accountability ,Quarterly Journal of Economics,QJE,131(1),381–422,,,,,,,0,0.0,,,,,0
000331,QJE2016-2018,20191203,,賴孚權,,"Card, Cardoso, Kline","David Card, Ana Rute Cardoso, Patrick Kline",2016,"Bargaining, Sorting, and the Gender Wage Gap: Quantifying the Impact of Firms on the Relative Pay of Women ",Quarterly Journal of Economics,QJE,131(2),633–686,,,,,,,0,0.0,,,,,0
000332,QJE2016-2018,20191203,,賴孚權,,"Donaldson, Hornbeck","Dave Donaldson, Richard Hornbeck",2016,Railroads and American Economic Growth: A “Market Access” Approach ,Quarterly Journal of Economics,QJE,131(2),799–858,,,,,,,0,0.0,,,,,0
000333,QJE2016-2018,20191203,,賴孚權,,"Kirkeboen, Leuven, Mogstad","Lars J. Kirkeboen, Edwin Leuven, Magne Mogstad",2016,"Field of Study, Earnings, and Self-Selection",Quarterly Journal of Economics,QJE,131(3),1057–1111,,,,,,,0,0.0,,,,,0
000334,QJE2016-2018,20191203,,賴孚權,,"Finkelstein, Gentzkow, Williams","Amy Finkelstein, Matthew Gentzkow, Heidi Williams",2016,Sources of Geographic Variation in Health Care: Evidence From Patient Migration ,Quarterly Journal of Economics,QJE,131(4),1681–1726,,,,,,,0,0.0,,,,,0
000335,QJE2016-2018,20191203,,賴孚權,,"Bordalo, Coffman, Gennaioli, Shleifer","Pedro Bordalo, Katherine Coffman, Nicola Gennaioli, Andrei Shleifer",2016,Stereotypes,Quarterly Journal of Economics,QJE,131(4),1753–1794,,,,,,,0,0.0,,,,,0
000336,JPE2016-2018,20191210,,賴孚權,,"Bailey, Cao, Kuchler, and Stroebel","Michael Bailey, Ruiqing Cao, Theresa Kuchler, and Johannes Stroebel",2018,The Economic Effects of Social Networks: Evidence from the Housing Market,Journal of Political Economy,JPE,126(6),2224-2276,,,,,,,0,1.0,,,,,0
000337,JPE2016-2018,20191210,,賴孚權,,DellaVigna and Pope,Stefano DellaVigna and Devin Pope,2018,Predicting Experimental Results: Who Knows What?,Journal of Political Economy,JPE,126(6),2410-2456,,,,,,,0,1.0,,,,,0
000338,JPE2016-2018,20191210,,賴孚權,,Todd and Wolpin,Petra Todd and Kenneth I. Wolpin,2018,Accounting for Mathematics Performance of High School Students in Mexico: Estimating a Coordination Game in the Classroom,Journal of Political Economy,JPE,126(6),2608-2650,,,,,,,0,1.0,,,,,0
000339,JPE2016-2018,20191210,,賴孚權,,Board and Lu,Simon Board and Jay Lu,2018,Competitive Information Disclosure in Search Markets,Journal of Political Economy,JPE,126(5),1965-2010,,,,,,,0,1.0,,,,,0
000340,JPE2016-2018,20191210,,賴孚權,,Jackson,C. Kirabo Jackson,2018,What Do Test Scores Miss? The Importance of Teacher Effects on Non–Test Score Outcomes,Journal of Political Economy,JPE,126(5),2072-2107,,,,,,,0,1.0,,,,,0
000341,JPE2016-2018,20191210,,賴孚權,,"Heckman, Lazear, and Murphy","James J. Heckman, Edward P. Lazear, and Kevin M. Murphy",2018,Gary Becker Remembered,Journal of Political Economy,JPE,126(S1),S1-S6,,,,,,,0,1.0,,,,,0
000342,JPE2016-2018,20191210,,賴孚權,,"Heckman, Humphries, and Veramendi","James J. Heckman, John Eric Humphries, and Gregory Veramendi",2018,"Returns to Education: The Causal Effects of Education on Earnings, Health, and Smoking",Journal of Political Economy,JPE,126(S1),S197-S246,,,,,,,0,1.0,,,,,0
000343,JPE2016-2018,20191210,,賴孚權,,"Azrieli, Chambers, and Healy","Yaron Azrieli, Christopher P. Chambers, and Paul J. Healy",2018,Incentives in Experiments: A Theoretical Analysis,Journal of Political Economy,JPE,126(4),1472-1503,,,,,,,0,1.0,,,,,0
000344,JPE2016-2018,20191210,,賴孚權,,"Haselmann, Schoenherr, and Vig","Rainer Haselmann, David Schoenherr, and Vikrant Vig",2018,Rent Seeking in Elite Networks,Journal of Political Economy,JPE,126(4),1638-1690,,,,,,,0,1.0,,,,,0
000345,JPE2016-2018,20191210,,賴孚權,,Prat,Andrea Prat,2018,Media Power,Journal of Political Economy,JPE,126(4),1747-1783,,,,,,,0,1.0,,,,,0
000346,JPE2016-2018,20191210,,賴孚權,,"Anderson, Kellogg, and Salant","Soren T. Anderson, Ryan Kellogg, and Stephen W. Salant",2018,Hotelling under Pressure,Journal of Political Economy,JPE,126(3),984-1026,,,,,,,0,1.0,,,,,0
000347,JPE2016-2018,20191210,,賴孚權,,Durante and Zhuravskaya,Ruben Durante and Ekaterina Zhuravskaya,2018,Attack When the World Is Not Watching? US News and the Israeli-Palestinian Conflict,Journal of Political Economy,JPE,126(3),1085-1133,,,,,,,0,1.0,,,,,0
000348,JPE2016-2018,20191210,,賴孚權,,"Fisman, Shi, Wang, and Xu","Raymond Fisman, Jing Shi, Yongxiang Wang, and Rong Xu",2018,Social Ties and Favoritism in Chinese Science,Journal of Political Economy,JPE,126(3),1134-1171,,,,,,,0,1.0,,,,,0
000349,JPE2016-2018,20191210,,賴孚權,,Guren,Adam M. Guren,2018,House Price Momentum and Strategic Complementarity,Journal of Political Economy,JPE,126(3),1172-1218,,,,,,,0,1.0,,,,,0
000350,JPE2016-2018,20191210,,賴孚權,,"Magnac, Pistolesi, and Roux","Thierry Magnac, Nicolas Pistolesi, and Sébastien Roux",2018,Post-Schooling Human Capital Investments and the Life Cycle of Earnings,Journal of Political Economy,JPE,126(3),1219-1249,,,,,,,0,1.0,,,,,0
000351,JPE2016-2018,20191210,,賴孚權,,Manea,Mihai Manea,2018,Intermediation and Resale in Networks,Journal of Political Economy,JPE,126(3),1250-1301,,,,,,,0,1.0,,,,,0
000352,JPE2016-2018,20191210,,賴孚權,,Jehiel and  Lamy,Philippe Jehiel and Laurent Lamy,2018,A Mechanism Design Approach to the Tiebout Hypothesis,Journal of Political Economy,JPE,126(2),735-760,,,,,,,0,1.0,,,,,0
000353,JPE2016-2018,20191210,,賴孚權,,"Einav,  Farronato,  Levin, and Sundaresan","Liran Einav, Chiara Farronato, Jonathan Levin, and Neel Sundaresan",2018,Auctions versus Posted Prices in Online Markets,Journal of Political Economy,JPE,126(1),178-215,,,,,,,0,1.0,,,,,0
000354,JPE2016-2018,20191210,,賴孚權,,Thaler,Richard H. Thaler,2017,Behavioral Economics,Journal of Political Economy,JPE,125(6),1799-1805,,,,,,,0,1.0,,,,,0
000355,JPE2016-2018,20191210,,賴孚權,,Kamenica,Emir Kamenica,2017,Information Economics,Journal of Political Economy,JPE,125(6),1885-1890,,,,,,,0,1.0,,,,,0
000356,JPE2016-2018,20191210,,賴孚權,,Hortaçsu,Ali Hortaçsu,2017,"Auctions in the Journal of Political Economy, 1894–2017",Journal of Political Economy,JPE,125(6),1915-1920,,,,,,,0,1.0,,,,,0
000357,JPE2016-2018,20191210,,賴孚權,,List,John List,2017,Experimental Economics in the Journal of Political Economy,Journal of Political Economy,JPE,125(6),1925-1930,,,,,,,0,1.0,,,,,0
000358,JPE2016-2018,20191210,,賴孚權,,Azmat and Ferrer,Ghazala Azmat and Rosa Ferrer,2017,Gender Gaps in Performance: Evidence from Young Lawyers,Journal of Political Economy,JPE,125(5),1306-1355,,,,,,,0,1.0,,,,,0
000359,JPE2016-2018,20191210,,賴孚權,,Perez-Truglia and Cruces,Ricardo Perez-Truglia and Guillermo Cruces,2017,Partisan Interactions: Evidence from a Field Experiment in the United States,Journal of Political Economy,JPE,125(4),1208-1243,,,,,,,0,1.0,,,,,0
000360,JPE2016-2018,20191210,,賴孚權,,"Cantoni, Chen, Yang, Yuchtman, and Zhang","Davide Cantoni, Yuyu Chen, David Y. Yang, Noam Yuchtman, and Y. Jane Zhang",2017,Curriculum and Ideology,Journal of Political Economy,JPE,125(2),338-392,,,,,,,0,1.0,,,,,0
000361,JPE2016-2018,20191210,,賴孚權,,Chevalier and Marie,Arnaud Chevalier and Olivier Marie,2017,"Economic Uncertainty, Parental Selection, and Children’s Educational Outcomes",Journal of Political Economy,JPE,125(2),393-430,,,,,,,0,1.0,,,,,0
000362,FC,20191216,,賴孚權,,"Gentzkow, Kelly, and Taddy","Matthew Gentzkow, Bryan Kelly and Matt Taddy",2019,Text as Data,Journal of Economic Literature,JEL,57(3),535-574,,,,,,,0,1.0,,,,,0
000363,WC,20191219,,陳為政,,"Feenstra, Hanson","Robert C. Feenstra, Gordon H. Hanson",1999,"The Impact of Outsourcing and High-Technology Capital on Wages: Estimates For the United States, 1979–1990",Quarterly Journal of Economics,QJE,114(3),907–940,,,,,,,0,0.0,,,,,0
000364,WC,20191219,,陳為政,,Grossman and Rossi-Hansberg,"Grossman, Gene M., and Esteban Rossi-Hansberg",2008,Trading Tasks: A Simple Theory of Offshoring,American Economic Review,AER,98(5),1978-97,,,,,,,0,0.0,,,,,0
000365,FC,20191220,,賴孚權,,Weyl,E Glen Weyl,2019,Price Theory,Journal of Economic Literature,JEL,57(2),329-84,,,,,,,0,0.0,,,,,0
000366,RES2016-2018,20191226,,賴孚權,,"Best, Kleven","Michael Carlos Best, Henrik Jacobsen Kleven",2018,Housing Market Responses to Transaction Taxes: Evidence From Notches and Stimulus in the U.K. ,Review of Economic Studies,RES,85(1),157–193,,,,,,,0,0.0,,,,,0
000367,RES2016-2018,20191226,,賴孚權,,Cisternas,Gonzalo Cisternas,2018,Two-Sided Learning and the Ratchet Principle,Review of Economic Studies,RES,85(1),307–351,,,,,,,0,0.0,,,,,0
000368,RES2016-2018,20191226,,賴孚權,,"Lee, Lin","Sanghoon Lee, Jeffrey Lin",2018,"Natural Amenities, Neighbourhood Dynamics, and Persistence in the Spatial Distribution of Income ",Review of Economic Studies,RES,85(1),663–694,,,,,,,0,0.0,,,,,0
000369,RES2016-2018,20191226,,賴孚權,,"Armstrong, Kolesár","Timothy B Armstrong, Michal Kolesár",2018,A Simple Adjustment for Bandwidth Snooping ,Review of Economic Studies,RES,85(2),732–765,,,,,,,0,0.0,,,,,0
000370,RES2016-2018,20191226,,賴孚權,,"Lauermann, Merzyn, Virág","Stephan Lauermann, Wolfram Merzyn, Gábor Virág",2018,Learning and Price Discovery in a Search Market,Review of Economic Studies,RES,85(2),1159–1192,,,,,,,0,0.0,,,,,0
000371,RES2016-2018,20191226,,賴孚權,,"Duernecker, Vega-Redondo","Georg Duernecker, Fernando Vega-Redondo",2018,Social Networks and the Process of Globalization ,Review of Economic Studies,RES,85(3),1716–1751,,,,,,,0,0.0,,,,,0
000372,RES2016-2018,20191226,,賴孚權,,Llull,Joan Llull,2018,"Immigration, Wages, and Education: A Labour Market Equilibrium Structural Model ",Review of Economic Studies,RES,85(3),1852–1896,,,,,,,0,0.0,,,,,0
000373,RES2016-2018,20191226,,賴孚權,,"Condorelli, Galeotti, Renou","Daniele Condorelli, Andrea Galeotti, Ludovic Renou",2017,Bilateral Trading in Networks,Review of Economic Studies,RES,84(1),82–105,,,,,,,0,0.0,,,,,0
000374,RES2016-2018,20191226,,賴孚權,,"Mankart, Oikonomou","Jochen Mankart, Rigas Oikonomou",2017,Household Search and the Aggregate Labour Market ,Review of Economic Studies,RES,84(4),1735–1788,,,,,,,0,0.0,,,,,0
000375,RES2016-2018,20191226,,賴孚權,,"Armstrong, Zhou","Mark Armstrong, Jidong Zhou",2016,Search Deterrence ,Review of Economic Studies,RES,83(1),26–57,,,,,,,0,0.0,,,,,0
000376,RES2016-2018,20191226,,賴孚權,,Augenblick,Ned Augenblick,2016,The Sunk-Cost Fallacy in Penny Auctions ,Review of Economic Studies,RES,83(1),58–86,,,,,,,0,0.0,,,,,0
000377,RES2016-2018,20191226,,賴孚權,,"Fainmesser, Galeotti","Itay P. Fainmesser, Andrea Galeotti",2016,Pricing Network Effects,Review of Economic Studies,RES,83(1),165–198,,,,,,,0,0.0,,,,,0
000378,RES2016-2018,20191226,,賴孚權,,"Hopenhayn, Squintani","Hugo A. Hopenhayn, Francesco Squintani",2016,Patent Rights and Innovation Disclosure ,Review of Economic Studies,RES,83(1),199–230,,,,,,,0,0.0,,,,,0
000379,RES2016-2018,20191226,,賴孚權,,"Bordalo, Gennaioli, Shleifer","Pedro Bordalo, Nicola Gennaioli, Andrei Shleifer",2016,Competition for Attention ,Review of Economic Studies,RES,83(2),481–513,,,,,,,0,0.0,,,,,0
000380,RES2016-2018,20191226,,賴孚權,,"Dustmann, Glitz, Schönberg, Brücker","Christian Dustmann, Albrecht Glitz, Uta Schönberg, Herbert Brücker",2016,Referral-based Job Search Networks ,Review of Economic Studies,RES,83(2),514–546,,,,,,,0,0.0,,,,,0
000381,AER2016-2017 low citation,20200106,C,賴孚權,,Cavallo,Alberto Cavallo,2017,Are Online and Offline Prices Similar? Evidence from Large Multi-channel Retailers,American Economic Review,AER,107(1),283-303,,,,,,,0,0.0,/volume1/web/DB/000381,"/volume1/web/DB/Carlton and Loury (1980)_The Limitations of Pigouvian Taxes as a Long-Run Remedy for Externalities_QJE 95(3), 559-566_en.pdf",,2020-01-15 18:33:56.717500,1
000382,AER2016-2017 low citation,20200106,C,賴孚權,,"Alatas, Banerjee, Chandrasekhar, Hanna and Olken","Vivi Alatas, Abhijit Banerjee, Arun G. Chandrasekhar, Rema Hanna and Benjamin A. Olken",2016,Network Structure and the Aggregation of Information: Theory and Evidence from Indonesia,American Economic Review,AER,106(7),1663-1704,,,,,,,0,0.0,/volume1/web/DB/000382,/volume1/web/DB/Cavallo (2017)_Are Online and Offline Prices Similar Evidence from Large Multi-channel Retailers_AER_107(1)_283-303_en.pdf,,2020-01-15 18:33:56.717695,1
000383,AER2016-2017 low citation,20200106,C,賴孚權,,"Bartoš, Bauer, Chytilová and Matějka","Vojtěch Bartoš, Michal Bauer, Julie Chytilová and Filip Matějka",2016,Attention Discrimination: Theory and Field Experiments with Monitoring Information Acquisition,American Economic Review,AER,106(6),1437-75,,,,,,,0,0.0,/volume1/web/DB/000383,"/volume1/web/DB/Alatas, Banerjee, Chandrasekhar, Hanna and Olken (2016)_Network Structure and the Aggregation of Information Theory and Evidence from Indonesia_AER_106(7)_1663-1704_en.pdf",,2020-01-15 18:33:56.717908,1
000384,AER2016-2017 low citation,20200106,C,賴孚權,,"Bursztyn, Fujiwara and Pallais","Leonardo Bursztyn, Thomas Fujiwara and Amanda Pallais",2017,Acting Wife': Marriage Market Incentives and Labor Market Investments,American Economic Review,AER,107(11),3288-3319,,,,,,,0,0.0,/volume1/web/DB/000384,"/volume1/web/DB/Barto??, Bauer,Chytilov?? and Mat??jka ( 2016)_Attention Discrimination Theory and Field Experiments with Monitoring Information Acquisition_AER_106(6)_1437-75_en.pdf",,2020-01-15 18:33:56.718116,1
000385,AER2016-2017 low citation,20200106,C,賴孚權,,Gorodnichenko and Talavera,Yuriy Gorodnichenko and Oleksandr Talavera,2017,"Price Setting in Online Markets: Basic Facts, International Comparisons, and Cross-Border Integration",American Economic Review,AER,107(1),249-82,,,,,,,0,0.0,/volume1/web/DB/000385,"/volume1/web/DB/Bursztyn,Fujiwara and Pallais ( 2017)_ Acting Wife Marriage Market Incentives and Labor Market Investments_AER_107(11)_3288-3319_en.pdf",,2020-01-15 18:33:56.718310,1
000386,AER2016-2017 low citation,20200106,C,賴孚權,,"Hurst, Keys, Seru and Vavra","Erik Hurst, Benjamin J. Keys, Amit Seru and Joseph Vavra",2016,Regional Redistribution through the US Mortgage Market,American Economic Review,AER,106(10),2982-3028,,,,,,,0,0.0,/volume1/web/DB/000386,/volume1/web/DB/Gorodnichenko and Talavera (2017)_Price Setting in Online Markets Basic Facts International Comparisons and Cross-Border Integration_AER_107(1)_249-82_en.pdf,,2020-01-15 18:33:56.718497,1
000387,AER2016-2017 low citation,20200106,C,賴孚權,,Hornbeck and Keniston,Richard Hornbeck and Daniel Keniston,2017,Creative Destruction: Barriers to Urban Growth and the Great Boston Fire of 1872,American Economic Review,AER,107(6),1365-98,,,,,,,0,0.0,/volume1/web/DB/000387,"/volume1/web/DB/Hurst, Keys, Seru and Vavra (2016)_ Regional Redistribution through the US Mortgage Market_AER_106(10)_2982-3028_en.pdf",,2020-01-15 18:33:56.718682,1
000388,AER2016-2017 low citation,20200106,C,賴孚權,,"Bettinger, Fox, Loeb and Taylor","Eric P. Bettinger, Lindsay Fox, Susanna Loeb and Eric S. Taylor",2017,Virtual Classrooms: How Online College Courses Affect Student Success,American Economic Review,AER,107(9),2855-75,,,,,,,0,0.0,/volume1/web/DB/000388,/volume1/web/DB/Hornbeck and Keniston (2017)_Creative Destruction Barriers to Urban Growth and the Great Boston Fire of 1872_ AER_107(6)_1365-98_en.pdf,,2020-01-15 18:33:56.718867,1
000389,AER2016-2017 low citation,20200106,C,賴孚權,,"Cherchye, Demuynck, Rock and Vermeulen","Laurens Cherchye, Thomas Demuynck, Bram De Rock and Frederic Vermeulen",2017,Household Consumption When the Marriage Is Stable,American Economic Review,AER,107(6),1507-34,,,,,,,0,0.0,/volume1/web/DB/000389,"/volume1/web/DB/Bettinger, Fox, Loeb and Taylor (2017)_Virtual Classrooms How Online College Courses Affect Student Success_AER_107(9)_2855-75_en.pdf",,2020-01-15 18:33:56.719059,1
000390,AER2016-2017 low citation,20200106,C,賴孚權,,"Nishimura, Ok and Quah","Hiroki Nishimura, Efe A. Ok and John K.-H. Quah",2017,A Comprehensive Approach to Revealed Preference Theory,American Economic Review,AER,107(4),1239-63,,,,,,,0,0.0,/volume1/web/DB/000390,"/volume1/web/DB/Cherchye,Demuynck,Rock and Vermeulen (2017)_Household Consumption When the Marriage Is Stable_AER_107(6)_1507-34_en.pdf",,2020-01-15 18:33:56.719250,1
000391,AER2016-2017 low citation,20200106,C,賴孚權,,"Al-Ubaydli, List and Suskind","Omar Al-Ubaydli, John A. List and Dana L. Suskind",2017,What Can We Learn from Experiments? Understanding the Threats to the Scalability of Experimental Results,American Economic Review,AER,107(5),282-86,LEARNING FROM DATA IN ECONOMICS,,,,,,0,0.0,/volume1/web/DB/000391,"/volume1/web/DB/Nishimura,Ok and Quah (2017)_A Comprehensive Approach to Revealed Preference Theory_AER_107(4)_1239-63_en.pdf",,2020-01-15 18:33:56.719437,1
000392,AER2016-2017 low citation,20200106,C,賴孚權,,Lemley and Feldman,Mark A. Lemley and Robin Feldman,2016,"Patent Licensing, Technology Transfer, and Innovation",American Economic Review,AER,106(5),188-92,THE DESIGN AND USE OF PATENTS,,,,,,0,0.0,/volume1/web/DB/000392,"/volume1/web/DB/Al-Ubaydli,List and Suskind (2017)_What Can We Learn from Experiments Understanding the Threats to the Scalability of Experimental Results_AER_107(5)_282-86_en.pdf",,2020-01-15 18:33:56.719623,1
000393,AER2016-2017 low citation,20200106,C,賴孚權,,Ellison and Swanson,Glenn Ellison and Ashley Swanson,2016,Do Schools Matter for High Math Achievement? Evidence from the American Mathematics Competitions,American Economic Review,AER,106(6),1244-77,,,,,,,0,0.0,/volume1/web/DB/000393,/volume1/web/DB/Lemley and Feldman (2016)_Patent Licensing Technology Transfer and Innovation_AER_106(5)_188-92_en.pdf,,2020-01-15 18:33:56.719810,1
000394,AER2016-2017 low citation,20200106,C,賴孚權,,Scheuer and Wolitzky,Florian Scheuer and Alexander Wolitzky,2016,Capital Taxation under Political Constraints,American Economic Review,AER,106(8),2304-28,,,,,,,0,0.0,/volume1/web/DB/000394,/volume1/web/DB/Ellison and Swanson (2016)_Do Schools Matter for High Math Achievement Evidence from the American Mathematics Competitions_AER_106(6)_1244-77_en.pdf,,2020-01-15 18:33:56.719994,1
000395,AER2016-2017 low citation,20200106,C,賴孚權,,Schneider,Henry S. Schneider,2016,The Bidder's Curse: Comment,American Economic Review,AER,106(4),1182-94,,,,,,,0,0.0,/volume1/web/DB/000395,/volume1/web/DB/Scheuer and Wolitzky (2016)_Capital Taxation under Political Constraints_ AER_106(8)_2304-28_en.pdf,,2020-01-15 18:33:56.720178,1
000396,AER2016-2017 low citation,20200106,C,賴孚權,,Engbom and Moser,Niklas Engbom and Christian Moser,2017,Returns to Education through Access to Higher-Paying Firms: Evidence from US Matched Employer-Employee Data,American Economic Review,AER,107(5),374-78,INCOME INEQUALITY WITHIN AND ACROSS FIRMS,,,,,,0,0.0,/volume1/web/DB/000396,/volume1/web/DB/Schneider ( 2016)_The Bidder's Curse Comment_AER_106(4)_1182-94_en.pdf,,2020-01-15 18:33:56.720374,1
000397,AER2016-2017 low citation,20200106,C,賴孚權,,Malmendier,Ulrike Malmendier,2016,The Bidder's Curse: Reply,American Economic Review,AER,106(4),1195-1213,,,,,,,0,0.0,/volume1/web/DB/000397,/volume1/web/DB/Engbom and Moser (2017)_Returns to Education through Access to Higher-Paying Firms Evidence from US Matched Employer-Employee Data_AER_107(5)_374-78_en.pdf,,2020-01-15 18:33:56.720559,1
000398,FC,20200114,A,賴孚權,,"Acquisti, Taylor, and Wagman","Alessandro Acquisti, Curtis Taylor, and Liad Wagman",2016,The Economics of Privacy,Journal of Economic Literature,JEL,54(2),442-92,,"D82, D83, G20, I10, L13, M31, M37",0,,,,0,0.0,,,,,0
